广东频道,#genre#
CCTV-13,http://60.189.43.82:9999/rtp/233.50.201.13:5140
CCTV-13,http://27.10.76.34:8004/rtp/225.0.4.219:7980
CCTV-13,http://27.11.49.234:8003/rtp/225.0.4.219:7980
CCTV-13,http://27.11.49.234:8002/rtp/225.0.4.219:7980
CCTV-13,http://125.37.160.173:4022/rtp/225.1.2.193:5002
CCTV-13,http://124.129.78.38:3333/rtp/239.253.254.175:8000
CCTV-13,http://60.27.20.30:5555/rtp/225.1.2.193:5002
CCTV-13,http://118.81.141.10:8004/rtp/226.0.2.165:9232
CCTV-13,http://118.81.141.10:8004/rtp/226.0.2.30:8152
CCTV-14,http://118.81.141.11:8004/rtp/226.0.2.166:9240
CCTV-14,http://118.81.141.11:8004/rtp/226.0.2.31:8160
CCTV-14,http://27.10.134.196:8001/rtp/225.0.4.128:7980
CCTV-14,http://27.11.59.255:8010/rtp/225.0.4.128:7980
CCTV-14,http://27.10.76.34:8008/rtp/225.0.4.128:7980
CCTV-14,http://60.189.43.82:9999/rtp/233.50.201.124:5140
CCTV-14,http://60.189.43.82:9999/rtp/233.50.201.14:5140
CCTV-14,http://27.10.76.34:8004/rtp/225.0.4.128:7980
CCTV-14,http://27.11.49.234:8003/rtp/225.0.4.128:7980
CCTV-14,http://27.11.49.234:8002/rtp/225.0.4.128:7980
CCTV-14,http://125.37.160.173:4022/rtp/225.1.1.144:5002
CCTV-14,http://124.129.78.38:3333/rtp/239.253.254.236:8000
CCTV-14,http://60.27.20.30:5555/rtp/225.1.1.144:5002
CCTV-14,http://118.81.141.10:8004/rtp/226.0.2.166:9240
CCTV-14,http://118.81.141.10:8004/rtp/226.0.2.31:8160
CCTV-15,http://118.81.141.11:8004/rtp/226.0.2.32:8168
CCTV-15,http://27.10.134.196:8001/rtp/225.0.4.220:7980
CCTV-15,http://27.11.59.255:8010/rtp/225.0.4.220:7980
CCTV-15,http://27.10.76.34:8008/rtp/225.0.4.220:7980
CCTV-15,http://60.189.43.82:9999/rtp/233.50.201.15:5140
CCTV-15,http://27.10.76.34:8004/rtp/225.0.4.220:7980
CCTV-15,http://27.11.49.234:8003/rtp/225.0.4.220:7980
CCTV-15,http://27.11.49.234:8002/rtp/225.0.4.220:7980
CCTV-15,http://125.37.160.173:4022/rtp/225.1.2.194:5002
CCTV-15,http://124.129.78.38:3333/rtp/239.253.254.170:8000
CCTV-15,http://60.27.20.30:5555/rtp/225.1.2.194:5002
CCTV-15,http://118.81.141.10:8004/rtp/226.0.2.32:8168
CCTV-15,http://211.158.152.104:8009/rtp/225.0.4.220:7980
CCTV-15,http://61.188.254.218:9527/rtp/239.93.0.103:5140
CCTV-15,http://60.220.167.85:8083/rtp/226.0.2.32:8168
CCTV-16,http://118.81.141.11:8004/rtp/226.0.2.169:9264
CCTV-16,http://60.189.43.82:9999/rtp/233.50.201.192:5140
CCTV-16,http://125.37.160.173:4022/rtp/225.1.2.237:5002
CCTV-16,http://60.27.20.30:5555/rtp/225.1.2.237:5002
CCTV-16,http://118.81.141.10:8004/rtp/226.0.2.169:9264
CCTV-16,http://60.220.167.85:8083/rtp/226.0.2.169:9264
CCTV-16,http://124.163.112.145:6000/rtp/226.0.2.169:9264
CCTV-16,http://125.123.123.96:4022/rtp/233.50.201.192:5140
CCTV-16,http://119.98.37.169:85/rtp/239.69.1.247:11124
CCTV-16,http://219.156.53.210:9999/rtp/225.1.5.46:1356
CCTV-16,http://183.185.220.133:8083/rtp/226.0.2.169:9264
CCTV-16,http://124.163.112.145:6001/rtp/226.0.2.169:9264
